Pages	Language	LanguageGroup	German	English	Indonesian	Forms	OldFormOrig	OldFormChange
600	Kei-Inseln	Südofter-Inseln	Ohr	Ear	Telinga	arun	arun	
600	Watubella	Südofter-Inseln	Ohr	Ear	Telinga	tingago	tingago	
600	Goram	Südofter-Inseln	Ohr	Ear	Telinga	telinganin	telinganin	
600	Karufa	Neuguinea	Ohr	Ear	Telinga	taringa	taringa	
600	Nufoor	Neuguinea	Ohr	Ear	Telinga	knasi	knasi	
600	Andai	Neuguinea	Ohr	Ear	Telinga	akoroon	akoroon	
600	Hattam	Neuguinea	Ohr	Ear	Telinga	tenenggova	tenenggova	
600	Humboldtbai	Neuguinea	Ohr	Ear	Telinga	tienè	tienè	
601	Malaienländer	Sumātra	Bauch	Belly	Perut	Purut	Purut	
601	Singkel	Sumātra	Bauch	Belly	Perut	Prutek	Prutek	
601	Banjak-Inseln	Inselgruppen weftlich von Sumātra	Bauch	Belly	Perut	Besil	Besil	
601	Mentawej-Inseln	Inselgruppen weftlich von Sumātra	Bauch	Belly	Perut	bogah	bogah	
601	Nias	Inselgruppen weftlich von Sumātra	Bauch	Belly	Perut	tahlu	tahlu	
601	Engano	Inselgruppen weftlich von Sumātra	Bauch	Belly	Perut	kudei	kudei	
601	Gorontalo	Selēbes	Bauch	Belly	Perut	ombongo	ombongo	
601	Kei-Inseln	Südofter-Inseln	Bauch	Belly	Perut	ewuhnu	ewuhnu	
601	Karufa	Neuguinea	Bauch	Belly	Perut	ambo	ambo	
601	Nufoor	Neuguinea	Bauch	Belly	Perut	snerri	snerri	
601	Andai	Neuguinea	Bauch	Belly	Perut	kapuri	kapuri	
601	Hattam	Neuguinea	Bauch	Belly	Perut	nahentiaan	nahentiaan	
601	Humboldtbai	Neuguinea	Bauch	Belly	Perut	tarrie	tarrie	
601	Malaienländer	Sumātra	Brust	Breast	Payudara	Dahda	Dahda	
601	Singkel	Sumātra	Brust	Breast	Payudara	Tandan	Tandan	
601	Banjak-Inseln	Inselgruppen weftlich von Sumātra	Brust	Breast	Payudara	Arop	Arop	
601	Mentawej-Inseln	Inselgruppen weftlich von Sumātra	Brust	Breast	Payudara	topot	topot	
601	Nias	Inselgruppen weftlich von Sumātra	Brust	Breast	Payudara	totoha	totoha	
601	Engano	Inselgruppen weftlich von Sumātra	Brust	Breast	Payudara	amah	amah	
601	Gorontalo	Selēbes	Brust	Breast	Payudara	duhnléh	duhnléh	
601	Kei-Inseln	Südofter-Inseln	Brust	Breast	Payudara	bubuhru	bubuhru	
601	Karufa	Neuguinea	Brust	Breast	Payudara	gienga	gienga	
601	Nufoor	Neuguinea	Brust	Breast	Payudara	aandeendi	aandeendi	
601	Andai	Neuguinea	Brust	Breast	Payudara	kakeet	kakeet	
601	Hattam	Neuguinea	Brust	Breast	Payudara	njenggeda	njenggeda	
601	Humboldtbai	Neuguinea	Brust	Breast	Payudara	geina	geina	
601	Malaienländer	Sumātra	Fuss	Foot	Kaki	Kakie	Kakie	
601	Singkel	Sumātra	Fuss	Foot	Kaki	Nené	Nené	
601	Banjak-Inseln	Inselgruppen weftlich von Sumātra	Fuss	Foot	Kaki	Pat	Pat	
601	Mentawej-Inseln	Inselgruppen weftlich von Sumātra	Fuss	Foot	Kaki	dereh	dereh	
601	Nias	Inselgruppen weftlich von Sumātra	Fuss	Foot	Kaki	kahé	kahé	
601	Engano	Inselgruppen weftlich von Sumātra	Fuss	Foot	Kaki	ah	ah	
601	Gorontalo	Selēbes	Fuss	Foot	Kaki	oato	oato	
601	Togean-Inseln	Selēbes	Fuss	Foot	Kaki	wiedie	wiedie	
601	Wammer	Aru-Inseln	Fuss	Foot	Kaki	ebei	ebei	
601	Wonumbai	Aru-Inseln	Fuss	Foot	Kaki	ebang	ebang	
601	Trangan	Aru-Inseln	Fuss	Foot	Kaki	ebei	ebei	
601	Koor	Südofter-Inseln	Fuss	Foot	Kaki	jain	jain	
601	Tijoor	Südofter-Inseln	Fuss	Foot	Kaki	tulia	tulia	
601	Goram	Südofter-Inseln	Fuss	Foot	Kaki	nienne	nienne	
601	Karufa	Neuguinea	Fuss	Foot	Kaki	ellä	ellä	
601	Nufoor	Neuguinea	Fuss	Foot	Kaki	wési	wési	
601	Andai	Neuguinea	Fuss	Foot	Kaki	akibatien	akibatien	
601	Humboldtbai	Neuguinea	Fuss	Foot	Kaki	betjarrie	betjarrie	
601	Malaienländer	Sumātra	Haus	House	Rumah	Ruma	Ruma	
601	Singkel	Sumātra	Haus	House	Rumah	Sapoh	Sapoh	
601	Banjak-Inseln	Inselgruppen weftlich von Sumātra	Haus	House	Rumah	Luma	Luma	
601	Mentawej-Inseln	Inselgruppen weftlich von Sumātra	Haus	House	Rumah	lalep	lalep	
601	Nias	Inselgruppen weftlich von Sumātra	Haus	House	Rumah	omo	omo	
601	Engano	Inselgruppen weftlich von Sumātra	Haus	House	Rumah	ubah	ubah	
601	Gorontalo	Selēbes	Haus	House	Rumah	laihé	laihé	
601	Togean-Inseln	Selēbes	Haus	House	Rumah	benua	benua	
601	Wammer	Aru-Inseln	Haus	House	Rumah	balei	balei	
601	Wonumbai	Aru-Inseln	Haus	House	Rumah	befu	befu	
601	Trangan	Aru-Inseln	Haus	House	Rumah	both	both	
601	Koor	Südofter-Inseln	Haus	House	Rumah	ruma	ruma	
601	Tijoor	Südofter-Inseln	Haus	House	Rumah	uma	uma	
601	Watubella	Südofter-Inseln	Haus	House	Rumah	ruma	ruma	
601	Goram	Südofter-Inseln	Haus	House	Rumah	ruma	ruma	
601	Karufa	Neuguinea	Haus	House	Rumah	tsaring	tsaring	
601	Nufoor	Neuguinea	Haus	House	Rumah	rum	rum	
601	Andai	Neuguinea	Haus	House	Rumah	raar	raar	
601	Malaienländer	Sumātra	Himmel	Sky	Langit	Langit	Langit	
601	Singkel	Sumātra	Himmel	Sky	Langit	Langit	Langit	
601	Banjak-Inseln	Inselgruppen weftlich von Sumātra	Himmel	Sky	Langit	Langkel	Langkel	
601	Mentawej-Inseln	Inselgruppen weftlich von Sumātra	Himmel	Sky	Langit	benua	benua	
601	Nias	Inselgruppen weftlich von Sumātra	Himmel	Sky	Langit	benuha	benuha	
601	Gorontalo	Selēbes	Himmel	Sky	Langit	hulungo	hulungo	
601	Togean-Inseln	Selēbes	Himmel	Sky	Langit	jángie	jángie	
601	Nufoor	Neuguinea	Himmel	Sky	Langit	nanggi	nanggi	
601	Andai	Neuguinea	Himmel	Sky	Langit	wamum	wamum	
601	Malaienländer	Sumātra	Kano	Kano	Kano	Praau	Praau	
601	Singkel	Sumātra	Kano	Kano	Kano	Bungké	Bungké	
601	Banjak-Inseln	Inselgruppen weftlich von Sumātra	Kano	Kano	Kano	Wongie	Wongie	
601	Mentawej-Inseln	Inselgruppen weftlich von Sumātra	Kano	Kano	Kano	abak	abak	
601	Engano	Inselgruppen weftlich von Sumātra	Kano	Kano	Kano	lohah	lohah	
601	Gorontalo	Selēbes	Kano	Kano	Kano	blotto	blotto	
601	Wammer	Aru-Inseln	Kano	Kano	Kano	bokka	bokka	
601	Wonumbai	Aru-Inseln	Kano	Kano	Kano	lettej	lettej	
601	Trangan	Aru-Inseln	Kano	Kano	Kano	lettej	lettej	
601	Koor	Südofter-Inseln	Kano	Kano	Kano	hohri	hohri	
601	Watubella	Südofter-Inseln	Kano	Kano	Kano	soh	soh	
601	Goram	Südofter-Inseln	Kano	Kano	Kano	angmahrën	angmahrën	
601	Karufa	Neuguinea	Kano	Kano	Kano	dageh	dageh	
601	Nufoor	Neuguinea	Kano	Kano	Kano	panda-pubah	panda-pubah	
601	Andai	Neuguinea	Kano	Kano	Kano	penda-pooi	penda-pooi	
601	Humboldtbai	Neuguinea	Kano	Kano	Kano	moangga	moangga	
602	Malaienländer	Sumātra	Blitz	Lightning	Petir	Kilat	Kilat	
602	Singkel	Sumātra	Blitz	Lightning	Petir	Kilat	Kilat	
602	Banjak-Inseln	Inselgruppen weftlich von Sumātra	Blitz	Lightning	Petir	Kilet	Kilet	
602	Mentawej-Inseln	Inselgruppen weftlich von Sumātra	Blitz	Lightning	Petir	mobuset benua	mobuset benua	
602	Nias	Inselgruppen weftlich von Sumātra	Blitz	Lightning	Petir	mene-tepari	mene-tepari	
602	Engano	Inselgruppen weftlich von Sumātra	Blitz	Lightning	Petir	akanu	akanu	
602	Gorontalo	Selēbes	Blitz	Lightning	Petir	ilatta	ilatta	
602	Wammer	Aru-Inseln	Blitz	Lightning	Petir	erkala	erkala	
602	Wonumbai	Aru-Inseln	Blitz	Lightning	Petir	erkala	erkala	
602	Trangan	Aru-Inseln	Blitz	Lightning	Petir	erkala	erkala	
602	Goram	Südofter-Inseln	Blitz	Lightning	Petir	tenitir	tenitir	
602	Nufoor	Neuguinea	Blitz	Lightning	Petir	wuwwer	wuwwer	
602	Andai	Neuguinea	Blitz	Lightning	Petir	daantaan	daantaan	
602	Malaienländer	Sumātra	Donner	Thunder	Guntur	Guntur	Guntur	
602	Singkel	Sumātra	Donner	Thunder	Guntur	Borgas	Borgas	
602	Banjak-Inseln	Inselgruppen weftlich von Sumātra	Donner	Thunder	Guntur	Gurru	Gurru	
602	Mentawej-Inseln	Inselgruppen weftlich von Sumātra	Donner	Thunder	Guntur	lalehgu	lalehgu	
602	Nias	Inselgruppen weftlich von Sumātra	Donner	Thunder	Guntur	maugo-benua	maugo-benua	
602	Engano	Inselgruppen weftlich von Sumātra	Donner	Thunder	Guntur	lahu	lahu	
602	Gorontalo	Selēbes	Donner	Thunder	Guntur	bulongottu	bulongottu	
602	Wammer	Aru-Inseln	Donner	Thunder	Guntur	erkadudum	erkadudum	
602	Wonumbai	Aru-Inseln	Donner	Thunder	Guntur	erkadudum	erkadudum	
602	Trangan	Aru-Inseln	Donner	Thunder	Guntur	erkadudum	erkadudum	
602	Kei-Inseln	Südofter-Inseln	Donner	Thunder	Guntur	nahumuhri	nahumuhri	
602	Goram	Südofter-Inseln	Donner	Thunder	Guntur	dudung	dudung	
602	Nufoor	Neuguinea	Donner	Thunder	Guntur	kádádu	kádádu	
602	Andai	Neuguinea	Donner	Thunder	Guntur	krauw	krauw	
602	Malaienländer	Sumātra	Mond	Moon	Bulan	Bulan	Bulan	
602	Singkel	Sumātra	Mond	Moon	Bulan	Bulan	Bulan	
602	Banjak-Inseln	Inselgruppen weftlich von Sumātra	Mond	Moon	Bulan	Bawa	Bawa	
602	Mentawej-Inseln	Inselgruppen weftlich von Sumātra	Mond	Moon	Bulan	lakko	lakko	
602	Nias	Inselgruppen weftlich von Sumātra	Mond	Moon	Bulan	bawa	bawa	
602	Engano	Inselgruppen weftlich von Sumātra	Mond	Moon	Bulan	muna	muna	
602	Gorontalo	Selēbes	Mond	Moon	Bulan	fulalo	fulalo	
602	Togean-Inseln	Selēbes	Mond	Moon	Bulan	fuia	fuia	
602	Wammer	Aru-Inseln	Mond	Moon	Bulan	fulan	fulan	
602	Wonumbai	Aru-Inseln	Mond	Moon	Bulan	fulan	fulan	
602	Trangan	Aru-Inseln	Mond	Moon	Bulan	fulan	fulan	
602	Koor	Südofter-Inseln	Mond	Moon	Bulan	wuan	wuan	
602	Tijoor	Südofter-Inseln	Mond	Moon	Bulan	ulan	ulan	
602	Kei-Inseln	Südofter-Inseln	Mond	Moon	Bulan	uwan	uwan	
602	Watubella	Südofter-Inseln	Mond	Moon	Bulan	wulan	wulan	
602	Goram	Südofter-Inseln	Mond	Moon	Bulan	wulan	wulan	
602	Karufa	Neuguinea	Mond	Moon	Bulan	uran	uran	
602	Nufoor	Neuguinea	Mond	Moon	Bulan	paik	paik	
602	Andai	Neuguinea	Mond	Moon	Bulan	di	di	
602	Malaienländer	Sumātra	Sonne	Sun	Matahari	Mataharie	Mata-harie	Mataharie
602	Singkel	Sumātra	Sonne	Sun	Matahari	Mato-aríe	Mato-aríe	
602	Banjak-Inseln	Inselgruppen weftlich von Sumātra	Sonne	Sun	Matahari	Mata-bolal	Mata-bolal	
602	Mentawej-Inseln	Inselgruppen weftlich von Sumātra	Sonne	Sun	Matahari	sulu	sulu	
602	Nias	Inselgruppen weftlich von Sumātra	Sonne	Sun	Matahari	luwoh	luwoh	
602	Engano	Inselgruppen weftlich von Sumātra	Sonne	Sun	Matahari	bakka-kaha	bakka-kaha	
602	Gorontalo	Selēbes	Sonne	Sun	Matahari	matolu-dulaho	matolu-dulaho	
602	Togean-Inseln	Selēbes	Sonne	Sun	Matahari	batu-mata-nueu	batu-mata-nueu	
602	Wammer	Aru-Inseln	Sonne	Sun	Matahari	lara	lara	
602	Wonumbai	Aru-Inseln	Sonne	Sun	Matahari	eram	eram	
602	Trangan	Aru-Inseln	Sonne	Sun	Matahari	lara	lara	
602	Koor	Südofter-Inseln	Sonne	Sun	Matahari	lä	lä	
602	Tijoor	Südofter-Inseln	Sonne	Sun	Matahari	olar	olar	
602	Kei-Inseln	Südofter-Inseln	Sonne	Sun	Matahari	lehr	lehr	
602	Watubella	Südofter-Inseln	Sonne	Sun	Matahari	olla	olla	
602	Goram	Südofter-Inseln	Sonne	Sun	Matahari	ollarra	ollarra	
602	Karufa	Neuguinea	Sonne	Sun	Matahari	ohra	ohra	
602	Nufoor	Neuguinea	Sonne	Sun	Matahari	orie	orie	
602	Andai	Neuguinea	Sonne	Sun	Matahari	prua	prua	
602	Malaienländer	Sumātra	Stern	Star	Bintang	Bintang	Bintang	
602	Singkel	Sumātra	Stern	Star	Bintang	Bintang	Bintang	
602	Banjak-Inseln	Inselgruppen weftlich von Sumātra	Stern	Star	Bintang	Bintan	Bintan	
602	Mentawej-Inseln	Inselgruppen weftlich von Sumātra	Stern	Star	Bintang	pinpangan	pinpangan	
602	Nias	Inselgruppen weftlich von Sumātra	Stern	Star	Bintang	döhfi	döhfi	
602	Engano	Inselgruppen weftlich von Sumātra	Stern	Star	Bintang	pelua	pelua	
602	Gorontalo	Selēbes	Stern	Star	Bintang	poliama	poliama	
602	Togean-Inseln	Selēbes	Stern	Star	Bintang	brituë	brituë	
602	Wammer	Aru-Inseln	Stern	Star	Bintang	tawan	tawan	
602	Wonumbai	Aru-Inseln	Stern	Star	Bintang	tawan	tawan	
602	Trangan	Aru-Inseln	Stern	Star	Bintang	tawan	tawan	
602	Koor	Südofter-Inseln	Stern	Star	Bintang	nara	nara	
602	Tijoor	Südofter-Inseln	Stern	Star	Bintang	watrei	watrei	
602	Kei-Inseln	Südofter-Inseln	Stern	Star	Bintang	nar	nar	
602	Watubella	Südofter-Inseln	Stern	Star	Bintang	tou	tou	
602	Goram	Südofter-Inseln	Stern	Star	Bintang	wituina	wituina	
602	Karufa	Neuguinea	Stern	Star	Bintang	omma	omma	
602	Nufoor	Neuguinea	Stern	Star	Bintang	altarua	altarua	
602	Andai	Neuguinea	Stern	Star	Bintang	auwaam	auwaam	
602	Malaienländer	Sumātra	Wind	Wind	Angin	Angin	Angin	
602	Singkel	Sumātra	Wind	Wind	Angin	Angin	Angin	
602	Banjak-Inseln	Inselgruppen weftlich von Sumātra	Wind	Wind	Angin	Angin	Angin	
602	Mentawej-Inseln	Inselgruppen weftlich von Sumātra	Wind	Wind	Angin	rusah	rusah	
602	Nias	Inselgruppen weftlich von Sumātra	Wind	Wind	Angin	angi	angi	
602	Engano	Inselgruppen weftlich von Sumātra	Wind	Wind	Angin	bijuh	bijuh	
602	Gorontalo	Selēbes	Wind	Wind	Angin	dupotto	dupotto	
602	Togean-Inseln	Selēbes	Wind	Wind	Angin	ngoju	ngoju	
602	Wammer	Aru-Inseln	Wind	Wind	Angin	ingin	ingin	
602	Wonumbai	Aru-Inseln	Wind	Wind	Angin	ingin	ingin	
602	Trangan	Aru-Inseln	Wind	Wind	Angin	ingin	ingin	
602	Koor	Südofter-Inseln	Wind	Wind	Angin	rangin	rangin	
602	Tijoor	Südofter-Inseln	Wind	Wind	Angin	anin	anin	
602	Kei-Inseln	Südofter-Inseln	Wind	Wind	Angin	mut	mut	
602	Watubella	Südofter-Inseln	Wind	Wind	Angin	ègin	ègin	
602	Goram	Südofter-Inseln	Wind	Wind	Angin	angin	angin	
602	Karufa	Neuguinea	Wind	Wind	Angin	loh	loh	
602	Nufoor	Neuguinea	Wind	Wind	Angin	waam	waam	
602	Andai	Neuguinea	Wind	Wind	Angin	auw	auw	
603	Malaienländer	Sumātra	Feuer	fire	api	Agie	Agie	
603	Singkel	Sumātra	Feuer	fire	api	Agie	Agie	
603	Banjak-Inseln	Inselgruppen weftlich von Sumātra	Feuer	fire	api	Ahé	Ahé	
603	Mentawej-Inseln	Inselgruppen weftlich von Sumātra	Feuer	fire	api	aluitet	aluitet	
603	Nias	Inselgruppen weftlich von Sumātra	Feuer	fire	api	alīto	alīto	
603	Engano	Inselgruppen weftlich von Sumātra	Feuer	fire	api	obi	obi	
603	Gorontalo	Selēbes	Feuer	fire	api	tulu	tulu	
603	Togean-Inseln	Selēbes	Feuer	fire	api	api	api	
603	Wammer	Aru-Inseln	Feuer	fire	api	au	au	
603	Wonumbai	Aru-Inseln	Feuer	fire	api	au	au	
603	Trangan	Aru-Inseln	Feuer	fire	api	au	au	
603	Koor	Südofter-Inseln	Feuer	fire	api	iaap	iaap	
603	Tijoor	Südofter-Inseln	Feuer	fire	api	ahi	ahi	
603	Kei-Inseln	Südofter-Inseln	Feuer	fire	api	naf	naf	
603	Watubella	Südofter-Inseln	Feuer	fire	api	èfi	èfi	
603	Goram	Südofter-Inseln	Feuer	fire	api	ahi	ahi	
603	Karufa	Neuguinea	Feuer	fire	api	lawi	lawi	
603	Nufoor	Neuguinea	Feuer	fire	api	foor	foor	
603	Humboldtbai	Neuguinea	Feuer	fire	api	aïe	aïe	
603	Malaienländer	Sumātra	Fisch	Fish	Ikan	Ikan	Ikan	
603	Mentawej-Inseln	Inselgruppen weftlich von Sumātra	Fisch	Fish	Ikan	iwah	iwah	
603	Nias	Inselgruppen weftlich von Sumātra	Fisch	Fish	Ikan	iah	iah	
603	Engano	Inselgruppen weftlich von Sumātra	Fisch	Fish	Ikan	kaiwau	kaiwau	
603	Gorontalo	Selēbes	Fisch	Fish	Ikan	tolǎ	tolǎ	
603	Togean-Inseln	Selēbes	Fisch	Fish	Ikan	bau	bau	
603	Wammer	Aru-Inseln	Fisch	Fish	Ikan	sima	sima	
603	Wonumbai	Aru-Inseln	Fisch	Fish	Ikan	sima	sima	
603	Trangan	Aru-Inseln	Fisch	Fish	Ikan	djika	djika	
603	Koor	Südofter-Inseln	Fisch	Fish	Ikan	ikan	ikan	
603	Kei-Inseln	Südofter-Inseln	Fisch	Fish	Ikan	wuut	wuut	
603	Watubella	Südofter-Inseln	Fisch	Fish	Ikan	iën	iën	
603	Goram	Südofter-Inseln	Fisch	Fish	Ikan	iën	iën	
603	Karufa	Neuguinea	Fisch	Fish	Ikan	dohndi	dohndi	
603	Nufoor	Neuguinea	Fisch	Fish	Ikan	iën	iën	
603	Andai	Neuguinea	Fisch	Fish	Ikan	mowau	mowau	
603	Hattam	Neuguinea	Fisch	Fish	Ikan	mikwawa	mikwawa	
603	Humboldtbai	Neuguinea	Fisch	Fish	Ikan	iotja	iotja	
603	Malaienländer	Sumātra	Regen	Rain	Hujan	Hudjang	Hudjang	
603	Singkel	Sumātra	Regen	Rain	Hujan	Hudjan	Hudjan	
603	Banjak-Inseln	Inselgruppen weftlich von Sumātra	Regen	Rain	Hujan	Ohol	Ohol	
603	Mentawej-Inseln	Inselgruppen weftlich von Sumātra	Regen	Rain	Hujan	urat	urat	
603	Nias	Inselgruppen weftlich von Sumātra	Regen	Rain	Hujan	tehu	tehu	
603	Engano	Inselgruppen weftlich von Sumātra	Regen	Rain	Hujan	eiwo	eiwo	
603	Gorontalo	Selēbes	Regen	Rain	Hujan	dehdi	dehdi	
603	Togean-Inseln	Selēbes	Regen	Rain	Hujan	hudjan	hudjan	
603	Wammer	Aru-Inseln	Regen	Rain	Hujan	gieën	gieën	
603	Wonumbai	Aru-Inseln	Regen	Rain	Hujan	gieén	gieén	
603	Trangan	Aru-Inseln	Regen	Rain	Hujan	gieën	gieën	
603	Koor	Südofter-Inseln	Regen	Rain	Hujan	uran	uran	
603	Tijoor	Südofter-Inseln	Regen	Rain	Hujan	uran	uran	
603	Kei-Inseln	Südofter-Inseln	Regen	Rain	Hujan	deot	deot	
603	Watubella	Südofter-Inseln	Regen	Rain	Hujan	idamma	idamma	
603	Goram	Südofter-Inseln	Regen	Rain	Hujan	uran	uran	
603	Karufa	Neuguinea	Regen	Rain	Hujan	kama	kama	
603	Nufoor	Neuguinea	Regen	Rain	Hujan	mekkem	mekkem	
603	Andai	Neuguinea	Regen	Rain	Hujan	mbrieëm	mbrieëm	
603	Malaienländer	Sumātra	Schlange	Snake	Ular	Ular	Ular	
603	Singkel	Sumātra	Schlange	Snake	Ular	Nipé	Nipé	
603	Banjak-Inseln	Inselgruppen weftlich von Sumātra	Schlange	Snake	Ular	Sawa	Sawa	
603	Mentawej-Inseln	Inselgruppen weftlich von Sumātra	Schlange	Snake	Ular	sabah	sabah	
603	Nias	Inselgruppen weftlich von Sumātra	Schlange	Snake	Ular	ulo	ulo	
603	Engano	Inselgruppen weftlich von Sumātra	Schlange	Snake	Ular	sauda	sauda	
603	Gorontalo	Selēbes	Schlange	Snake	Ular	tuliedu	tuliedu	
603	Togean-Inseln	Selēbes	Schlange	Snake	Ular	ule	ule	
603	Wammer	Aru-Inseln	Schlange	Snake	Ular	hugèa	hugèa	
603	Wonumbai	Aru-Inseln	Schlange	Snake	Ular	hugèa	hugèa	
603	Trangan	Aru-Inseln	Schlange	Snake	Ular	huwa	huwa	
603	Kei-Inseln	Südofter-Inseln	Schlange	Snake	Ular	rubai	rubai	
603	Goram	Südofter-Inseln	Schlange	Snake	Ular	uaai	uaai	
603	Karufa	Neuguinea	Schlange	Snake	Ular	karoï	karoï	
603	Nufoor	Neuguinea	Schlange	Snake	Ular	ikak	ikak	
603	Andai	Neuguinea	Schlange	Snake	Ular	antau	antau	
603	Hattam	Neuguinea	Schlange	Snake	Ular	mauwa	mauwa	
603	Malaienländer	Sumātra	Stein	Stone	Batu	Batu	Batu	
603	Singkel	Sumātra	Stein	Stone	Batu	Batu	Batu	
603	Banjak-Inseln	Inselgruppen weftlich von Sumātra	Stein	Stone	Batu	Batu	Batu	
603	Nias	Inselgruppen weftlich von Sumātra	Stein	Stone	Batu	batu	batu	
603	Engano	Inselgruppen weftlich von Sumātra	Stein	Stone	Batu	paku	paku	
603	Gorontalo	Selēbes	Stein	Stone	Batu	batu	batu	
603	Wammer	Aru-Inseln	Stein	Stone	Batu	fatu	fatu	
603	Wonumbai	Aru-Inseln	Stein	Stone	Batu	fatu	fatu	
603	Trangan	Aru-Inseln	Stein	Stone	Batu	fat	fat	
603	Koor	Südofter-Inseln	Stein	Stone	Batu	waat	waat	
603	Kei-Inseln	Südofter-Inseln	Stein	Stone	Batu	wat	wat	
603	Watubella	Südofter-Inseln	Stein	Stone	Batu	watu	watu	
603	Goram	Südofter-Inseln	Stein	Stone	Batu	watu	watu	
603	Karufa	Neuguinea	Stein	Stone	Batu	langérah	langérah	
603	Nufoor	Neuguinea	Stein	Stone	Batu	kerru	kerru	
603	Andai	Neuguinea	Stein	Stone	Batu	meduwang	meduwang	
603	Hattam	Neuguinea	Stein	Stone	Batu	tija	tija	
603	Malaienländer	Sumātra	Wasser	water	air	Ajer	Ajer	
603	Singkel	Sumātra	Wasser	water	air	Leij	Leij	
603	Banjak-Inseln	Inselgruppen weftlich von Sumātra	Wasser	water	air	Uë	Uë	
603	Mentawej-Inseln	Inselgruppen weftlich von Sumātra	Wasser	water	air	oinan	oinan	
603	Nias	Inselgruppen weftlich von Sumātra	Wasser	water	air	idāno	idāno	
603	Engano	Inselgruppen weftlich von Sumātra	Wasser	water	air	lebo-lebo	lebo-lebo	
603	Gorontalo	Selēbes	Wasser	water	air	taluhu	taluhu	
603	Togean-Inseln	Selēbes	Wasser	water	air	uë	uë	
603	Wammer	Aru-Inseln	Wasser	water	air	waiar	waiar	
603	Wonumbai	Aru-Inseln	Wasser	water	air	gaiar	gaiar	
603	Trangan	Aru-Inseln	Wasser	water	air	waiar	waiar	
603	Koor	Südofter-Inseln	Wasser	water	air	wejer	wejer	
603	Watubella	Südofter-Inseln	Wasser	water	air	aar	aar	
603	Goram	Südofter-Inseln	Wasser	water	air	ahraar	ahraar	
603	Karufa	Neuguinea	Wasser	water	air	ualar	ualar	
603	Nufoor	Neuguinea	Wasser	water	air	waar	waar	
603	Andai	Neuguinea	Wasser	water	air	wam	wam	
603	Hattam	Neuguinea	Wasser	water	air	menaija	menaija	
603	Humboldtbai	Neuguinea	Wasser	water	air	naan	naan	
604	Malaienländer	Sumātra	Bambusrohr	Bamboo cane	Tongkat bambu	Buhlu	Buhlu	
604	Singkel	Sumātra	Bambusrohr	Bamboo cane	Tongkat bambu	Bulu	Bulu	
604	Banjak-Inseln	Inselgruppen weftlich von Sumātra	Bambusrohr	Bamboo cane	Tongkat bambu	Ohdie	Ohdie	
604	Mentawej-Inseln	Inselgruppen weftlich von Sumātra	Bambusrohr	Bamboo cane	Tongkat bambu	mehgiab	mehgiab	
604	Nias	Inselgruppen weftlich von Sumātra	Bambusrohr	Bamboo cane	Tongkat bambu	libuhǒ	libuhǒ	
604	Gorontalo	Selēbes	Bambusrohr	Bamboo cane	Tongkat bambu	wawǒhu	wawǒhu	
604	Togean-Inseln	Selēbes	Bambusrohr	Bamboo cane	Tongkat bambu	balufuiju	balufuiju	
604	Wammer	Aru-Inseln	Bambusrohr	Bamboo cane	Tongkat bambu	ful	ful	
604	Wonumbai	Aru-Inseln	Bambusrohr	Bamboo cane	Tongkat bambu	ful	ful	
604	Trangan	Aru-Inseln	Bambusrohr	Bamboo cane	Tongkat bambu	ful	ful	
604	Watubella	Südofter-Inseln	Bambusrohr	Bamboo cane	Tongkat bambu	wanulu	wanulu	
604	Goram	Südofter-Inseln	Bambusrohr	Bamboo cane	Tongkat bambu	karawattu	karawattu	
604	Karufa	Neuguinea	Bambusrohr	Bamboo cane	Tongkat bambu	oforetu	oforetu	
604	Nufoor	Neuguinea	Bambusrohr	Bamboo cane	Tongkat bambu	amin	amin	
604	Humboldtbai	Neuguinea	Bambusrohr	Bamboo cane	Tongkat bambu	anǎbré	anǎbré	
604	Malaienländer	Sumātra	Banane	banana	pisang	Pisang	Pisang	
604	Singkel	Sumātra	Banane	banana	pisang	Gallu	Gallu	
604	Banjak-Inseln	Inselgruppen weftlich von Sumātra	Banane	banana	pisang	Gaul	Gaul	
604	Mentawej-Inseln	Inselgruppen weftlich von Sumātra	Banane	banana	pisang	bako	bako	
604	Nias	Inselgruppen weftlich von Sumātra	Banane	banana	pisang	gaë	gaë	
604	Gorontalo	Selēbes	Banane	banana	pisang	lambi	lambi	
604	Togean-Inseln	Selēbes	Banane	banana	pisang	loja	loja	
604	Wammer	Aru-Inseln	Banane	banana	pisang	muku	muku	
604	Wonumbai	Aru-Inseln	Banane	banana	pisang	muku	muku	
604	Trangan	Aru-Inseln	Banane	banana	pisang	kélar	kélar	
604	Koor	Südofter-Inseln	Banane	banana	pisang	muk	muk	
604	Tijoor	Südofter-Inseln	Banane	banana	pisang	udir	udir	
604	Watubella	Südofter-Inseln	Banane	banana	pisang	fudir	fudir	
604	Goram	Südofter-Inseln	Banane	banana	pisang	hudir	hudir	
604	Karufa	Neuguinea	Banane	banana	pisang	hundu	hundu	
604	Nufoor	Neuguinea	Banane	banana	pisang	beef	beef	
604	Andai	Neuguinea	Banane	banana	pisang	uwaat	uwaat	
604	Hattam	Neuguinea	Banane	banana	pisang	svida	svida	
604	Humboldtbai	Neuguinea	Banane	banana	pisang	ur	ur	
604	Malaienländer	Sumātra	Kokospalme	Coconut palm	Kelapa sawit	Klappa	Klappa	
